ID_Cliente,Idade,Salario_anual,Tipo_Propriedade,Tempo_empresa,Proposito_Emprestimo,Pontuacao_emprestimo,Valor_emprestimo,Taxa_juros,Possibilidade_inadimplência,Percentual_Renda_Emprestimo,Historico_inadimplencia,Tempo_primeiro_credito,ID_historico,Codigo_emprestimo
6a95cqSy-BNRJ,21,42000,Own,5,Education,D,5000,17.49,0,0.1190,N,2,4lCTil7o-LbQB,lQEld2So-UTGl
Pw6ZzmUh-RO7i,21,39600,Rent,3,Education,D,7000,14.96,0,0.1768,Y,2,F6S5nYQw-WKkT,Jiqq9Jwl-U2he
GCTIWZJe-bI1I,21,35000,Own,2,Venture,C,7200,15.23,0,0.2057,N,4,HNq4mJnD-FpRg,rpdWS2xC-4iPu
WRXQ8QU6-OdN6,21,67400,Mortgage,2,Venture,E,20000,17.74,1,0.2967,Y,2,yIir7xDx-bRFN,es24TQCx-vTAO
Kv0lA2p7-1ZIf,21,53000,Own,5,Medical,A,3000,7.51,0,0.0566,N,4,78dPYOgM-HqN5,CaKFZbOD-HI39
uWZ4RUBj-xdwu,21,20400,Rent,2,Personal,B,4500,10.99,0,0.2206,N,2,G07Z61LO-1NZG,XR9gCOQU-lBil
8StZl2TW-olJH,21,70000,Rent,3,Personal,A,12000,6.99,0,0.1714,N,3,g7JqyfZr-SMw7,KTYLU1Wm-6eaP
j3rKAwwK-duzx,21,44000,Rent,6,Personal,D,10000,14.74,0,0.2273,N,4,xqYnSE1U-kxmh,NoNbA3Ih-E5wn
BNWCgE9o-F0c7,21,52000,Own,1,Education,B,13200,12.42,0,0.2538,N,2,2eY1Atge-19Ro,yHRGn6H8-BWBD
cvjdQW27-7TFT,21,70000,Mortgage,3,Education,A,9800,7.14,0,0.1400,N,4,bHmYN5ti-Ensx,h7Iha1Pb-yFUM
RDPNlIAW-cXho,21,27024,Rent,4,Education,A,8000,8.49,0,0.2960,N,3,x6AhOA5c-WxQx,xk4qyBzs-r2Za
pYloAhEu-OIdc,21,85000,Rent,1,Venture,C,12000,11.97,0,0.1412,N,2,Hb9cq58i-4lpr,jIwOcgz9-iks9
4WQ1Q8T1-rsNS,21,45000,Rent,2,Education,A,7000,7.51,0,0.1556,N,4,ylSfL78n-qqbz,WZZxYA2b-BP8F
38aHFOQ1-6ixD,21,38000,Rent,5,Education,B,13500,9.91,1,0.3553,N,3,UwvtgXCx-3oHF,nnSpSBEP-DE6l
RHn68bSg-kdaa,21,30000,Rent,1,Education,C,6000,13.16,1,0.2000,Y,4,pEp21MGp-KrQ6,dAieqgEn-KvdU
ly2n5tEZ-5F6F,21,200000,Mortgage,5,Education,C,16000,14.65,0,0.0800,N,4,DTxJtgFX-rN6B,mZH8hYte-svSK
aKErPMQR-M7TC,21,89610,Rent,3,Debtconsolidation,A,5600,6.54,0,0.0625,N,4,Z1HCbjoi-tSTO,FCTAx1Er-GGW0
pEdAErpG-NFvJ,21,24000,Rent,4,Homeimprovement,C,9600,14.27,1,0.4000,N,4,WqUZyCfB-pxAh,zQ4KwPEP-rC18
J5cxHsAk-TQFX,21,55692,Rent,5,Personal,A,5600,6.62,0,0.1006,N,2,E2RAGaEC-uS7R,qdDc4ehx-ka00
86akeWIu-1k2B,21,18000,Rent,5,Homeimprovement,B,7000,11.14,1,0.3889,N,4,B2Ysmodg-0ZSn,iAeiNwuw-wZwt
HfPRbTHq-yctC,21,33280,Mortgage,5,Venture,C,11200,13.92,1,0.3365,N,4,ANosdRLq-tZ0f,Q2Fu7jai-0EQp
snDEQex6-fz5C,21,43000,Rent,2,Medical,A,9200,8.94,0,0.2140,N,2,5OHECZZe-8dos,kJLsXO1D-mBrU
hQDhKs77-Mh2h,21,91500,Mortgage,4,Personal,C,8000,13.61,0,0.0874,N,2,NnlFyoU8-zW9G,Ow2gokBw-bLc0
ectzteM8-ytwt,21,55000,Mortgage,5,Education,A,10500,7.51,0,0.1909,N,3,LWtEME1J-HA04,JiMUDk43-GyCB
Sx8dQ8Og-44E6,21,33600,Rent,2,Medical,B,12000,11.12,1,0.3571,N,3,rQjmNmRW-mGsB,aKtX3f6w-bMUu
EspgRsUL-qnIM,21,49200,Rent,4,Education,C,6000,13.72,0,0.1220,N,3,BhA6aI45-j5uR,gew0aYsr-jru8
1YDSAPgo-AT1g,21,18456,Rent,2,Medical,C,3500,13.35,1,0.1896,Y,2,SJrK6PS9-aPXr,NPRHiCaq-yyrI
nuDQvpYP-esBY,21,100000,Own,5,Personal,A,5000,7.14,0,0.0500,N,3,xsHJLe3q-L7JP,ffxTO0bt-yaqf
mR8kIkLs-Ljve,21,35000,Rent,5,Medical,C,11300,13.49,1,0.3229,N,3,9bdLpTYt-kuEe,cFUht4KT-qHIt
vDCGRT2r-dkp7,21,83000,Mortgage,5,Personal,C,15000,12.84,1,0.1807,Y,4,0mbaNBDy-WkN8,9KktENuU-do6A
F6goumOl-MSMn,21,26400,Rent,5,Personal,C,4750,12.23,0,0.1799,N,3,6mOW7pCE-qOmu,gEay6CjH-NnQm
ne2uqDlY-vLJW,21,30000,Rent,2,Venture,B,7000,10.99,0,0.2333,N,3,9sDfBm6P-xsbj,4f67dJoR-IJys
SN00eyHJ-ogYt,21,35000,Mortgage,1,Medical,A,4950,7.68,0,0.1414,N,4,7oYwPvka-1Rbp,8i5A4wKh-F8xP
7YodjavJ-IZFR,21,61000,Rent,3,Education,B,7500,10.39,0,0.1230,N,4,bbACtopF-uCi0,S1nodyXk-cWiE
B6yFvdCH-mo3Q,21,32000,Rent,1,Venture,A,2500,7.4,0,0.0781,N,3,n2BN7bLK-T5vd,HthFRqTZ-QJ4q
1MuFqruJ-UggS,21,24000,Rent,2,Medical,D,4000,14.84,1,0.1667,Y,2,Lx0fockH-BSUX,2G9WU3i4-opi2
18u90vul-Ud0R,21,35000,Rent,5,Medical,A,9000,8.94,0,0.2571,N,3,5dfawivK-2MS3,Te29JxTb-LL95
yhlsFWrN-Ar1s,21,24000,Rent,3,Debtconsolidation,C,3200,13.57,0,0.1333,N,4,rUcyjN0G-JH8T,dsQEfNjo-E6l2
xrDiFYGL-L2ha,21,249996,Mortgage,5,Personal,A,5000,8.59,0,0.0200,N,3,idWb0qx2-LWG4,Cjy8yYA3-4giO
MzTz5Kqt-3xZ8,21,140000,Mortgage,2,Education,A,18000,7.9,0,0.1286,N,4,7HCTclEQ-1vXq,6yQKOOfG-PpGg
ZEwdB4zp-xAhG,21,37423,Rent,5,Venture,A,2800,7.88,0,0.0748,N,4,gesgKqBl-7urJ,sCRTFZNC-EDQm
bOrUfSSr-PfE3,21,28800,Rent,5,Debtconsolidation,B,8000,9.88,0,0.2778,N,2,BMPBbP0A-xRcH,RwFQwz0c-xOyW
9Mt5zyOE-kJ4x,21,26785,Rent,6,Medical,A,9000,7.9,1,0.3360,N,4,DKdfkXNJ-6p9N,hyhhCQQ0-ogHZ
tlgP9Mrm-vDo6,21,30000,Mortgage,4,Debtconsolidation,A,14000,9.38,0,0.4667,N,4,kL4QMHWU-TqDF,SMAYR782-O2xR
8ws5UNeg-ysSj,21,27996,Rent,5,Education,A,3700,8,0,0.1322,N,3,YkimYtcW-q9TK,t6Kcpbmv-PvkJ
ou0CjqDi-NRfi,21,19000,Own,5,Medical,A,6000,8.49,1,0.3158,N,3,zgod3RQ2-TIGo,AvFwFrgm-lzKw
rdPIb8iT-s6B5,21,52240,Rent,5,Medical,E,18000,19.69,1,0.3446,N,2,263AN2rw-a447,pxgiBYsI-yPt9
slsArgrS-9bm6,21,33000,Rent,5,Venture,C,3375,13.49,0,0.1023,Y,3,llZMSWrx-itKO,F49eBUPX-lgM6
HzDusjmT-9COl,21,74880,Mortgage,5,Personal,A,8500,7.14,0,0.1135,N,2,5PlDE0QX-lUEx,6SyaLRR5-GqWI
vUD6etQb-ynG7,21,20000,Rent,2,Venture,A,9500,8.9,1,0.4750,N,4,4FZRyPF4-Jmom,1gf1Ukmb-bZHM
DCHmsnFC-7Abt,21,28600,Rent,3,Personal,C,10000,11.34,1,0.3497,Y,3,jYnmELcX-isDl,9oGvN1Do-nX90
R8FqDg6Q-5IoS,21,28800,Rent,3,Education,C,6000,13.8,0,0.2083,Y,4,RjshxNdj-8ThO,YeeRdyiU-zeKA
PJb64te4-vh17,21,26400,Rent,2,Education,C,5000,13.49,0,0.1894,Y,2,F2HRe7j2-WnkF,n3pzWsdO-UsR7
JJKjNN3w-Jcfn,21,10000,Own,6,Venture,D,1600,14.74,1,0.1600,N,3,Jn7wWhpq-ef5H,wR19lYiR-ij6m
fRljHOvf-BYjY,21,33800,Rent,5,Medical,B,15000,11.71,1,0.4438,N,2,C7hseRTj-kIFw,KXeayQWu-FLlt
Dq4GJBw5-9NRa,21,20000,Rent,2,Debtconsolidation,B,5000,10.39,0,0.2500,N,2,wGgSEQi6-MAGT,xvHUHhob-nHgJ
t4qvW9Ut-BRSJ,21,56000,Mortgage,6,Medical,B,5600,10.37,0,0.1000,N,4,mCzsIiSU-3hI7,5ZyjyWi9-Wv2l
oyBRQPMX-fgRw,21,37200,Rent,5,Medical,C,4000,13.49,0,0.1075,Y,4,7PXsDyUb-muwk,yvJ0luEU-6eYX
qh4GBaHo-nCri,21,31200,Rent,1,Debtconsolidation,D,6000,16.89,1,0.1923,N,3,u1wLbeMz-xU2r,YQOlZ2vp-DAGy
I1u2a5JJ-5cPG,21,25200,Rent,1,Education,A,8250,7.49,1,0.3274,N,4,j9dHeUcs-1XuH,Wwl5PzEE-KCE5
3BgX7GLc-QnKy,21,36000,Rent,2,Education,B,6000,11.86,0,0.1667,N,3,XboCDDcA-28Mc,ukAakxux-JlCW
MjWQmYbp-tckJ,21,31000,Rent,6,Medical,A,6000,6.03,0,0.1935,N,3,yqFzPxD0-Dlmb,jLN15awM-lbfI
Dz86424B-BKWq,21,62000,Rent,2,Education,B,6000,10.25,0,0.0968,N,4,WxFhYYeN-pjaA,RfqE9iOL-699g
gUKHDmfM-K0M2,21,23000,Rent,5,Education,B,6000,10.95,0,0.2609,N,2,R1qQZ88s-Pcx9,3pbMIIUD-sWcz
nCuCZYni-eXxK,21,60000,Rent,5,Medical,B,24000,10.75,1,0.4000,N,2,7a4KIL5C-KrsK,8Mnvq9pZ-rhCf
SPZUEiXe-2fIu,21,46000,Own,5,Venture,D,10000,14.74,0,0.2174,Y,3,d8KkUgvP-tKp3,kiACYlb1-ZJgN
mlvIZY3F-gzCu,21,9600,Rent,4,Homeimprovement,D,2000,15.99,1,0.2083,N,3,g9pAixTH-LEpb,APfH4Osv-5nxk
RrrQjZNp-XXlf,21,23916,Rent,2,Education,B,4500,9.62,0,0.1882,N,4,EBBJvFJz-WTe5,WZXeM7MT-EYwD
Fqi8Fd3e-dyMr,21,36000,Mortgage,5,Medical,B,1000,12.42,0,0.0278,N,2,6vzgktEa-TcC5,bs29RWxE-iEiI
lim7E2Fz-59fR,21,35000,Rent,3,Medical,B,6400,12.69,0,0.1829,N,4,nibmdHCU-BC2B,ZzjoGfqw-KJdD
Xpc81Qqf-nhHv,21,44000,Rent,6,Venture,D,10000,14.74,0,0.2273,Y,3,hRYQGDZx-6Etk,kgZdwWw1-myEw
pJhQ5LJv-lcoC,21,57000,Own,5,Venture,B,8000,10.65,0,0.1404,N,2,Wufya48C-agSh,muA9s42v-EMwR
JB9Rshiv-dQIj,21,35000,Own,5,Venture,A,4000,7.29,0,0.1143,N,2,h2TkvsIr-bwlJ,iZ2bgu3b-2r07
xuT7CD3G-ntOe,21,40000,Own,1,Education,C,15000,13.16,0,0.3750,N,2,G9eWeXzr-F6zJ,7BOB2qul-39aQ
4v1KbQpB-sKFW,21,80000,Mortgage,5,Education,A,12000,5.99,0,0.1500,N,2,6oEQcKbZ-mcTi,hvOSZZJ5-4K6Q
WYghgX6x-WjH8,21,47760,Mortgage,2,Personal,A,15000,6.03,0,0.3141,N,2,2oUPxKD1-sWEt,UgUIRP0e-Aglc
yC8NzFcb-iDOF,21,22200,Rent,2,Debtconsolidation,D,2500,16.29,1,0.1126,Y,2,Y9P4cEby-eRxn,gB7QAHyX-topb
y4KqYv7R-MoAm,21,38500,Mortgage,5,Personal,A,6500,7.51,0,0.1688,N,3,sJiZbuM5-eSna,LAYSmfZr-uoGz
ggBWWfDh-fk99,21,12000,Rent,5,Venture,B,5000,11.49,1,0.4167,N,2,vmYhlsSc-f1GI,G1JBCWCt-q5y5
W9xNZtvO-qLBS,21,52000,Mortgage,5,Debtconsolidation,A,13250,5.99,0,0.2548,N,2,YIIUhXxw-O8If,YRkJSwLT-uBQK
MgPuq42T-E5Qe,21,110000,Mortgage,5,Debtconsolidation,A,10000,6.54,0,0.0909,N,2,c2ZlRDby-sdHa,4eKbmimw-CbL5
mMgY4GOF-zG0r,21,40000,Rent,2,Debtconsolidation,B,8000,9.63,0,0.2000,N,2,XdKbuzZe-lUHb,WhXxnztx-XegS
1q8rHuMD-nK0o,21,118000,Own,5,Venture,A,14000,7.88,0,0.1186,N,3,iesFGruq-G6wT,Z1NHZeku-whJG
kg67lHNf-vcEM,21,34000,Rent,2,Personal,D,5000,14.59,1,0.1471,N,4,TCvNscUt-XYSZ,JjINYm9f-dU2y
PM5OgKMI-3LqU,21,42000,Rent,5,Education,D,13000,15.31,1,0.3095,N,3,NHGivGc3-prCs,dBg3XJOd-t6W6
Hcp8mIU2-vMZS,21,52000,Rent,5,Education,B,1500,11.99,0,0.0288,N,3,zIv5dvlz-ji3L,Sa0er5JH-c6GN
eBvh8eip-6Gdd,21,45000,Rent,4,Medical,A,4000,7.9,0,0.0889,N,3,bnLXv3Zm-3viM,fscxnQmk-WEkb
MBHzp2ER-1PwH,21,40800,Rent,3,Medical,C,13000,13.57,1,0.3186,Y,2,tk9mldFz-933p,x9OkRaU9-TqlA
8gdQZWr0-aMIc,21,47000,Rent,5,Venture,D,7000,14.96,0,0.1489,Y,3,AbWC2Iwh-E1j3,Anns2BRW-AXw6
sGrl3O1z-M5N3,21,26400,Own,2,Venture,A,4000,7.51,0,0.1515,N,4,Xut2Rgh7-dcYz,v3gNZzhv-wFRy
TRlKQ4es-D5Pc,21,67000,Mortgage,5,Education,D,25000,15.65,0,0.3731,Y,2,jxa3GAF9-Jn31,oWI885d8-66uu
MY5d61P8-vslD,21,34000,Rent,5,Homeimprovement,B,1200,12.69,1,0.0353,N,4,4wEq40BJ-8XIE,FDW0NDCn-ddo9
3GsfExGR-9pEI,21,34500,Rent,2,Homeimprovement,D,11500,15.31,1,0.3333,N,2,4FkPLzMo-guq2,38cz4exu-v6MM
RQ50rhZp-yXRM,21,50400,Rent,4,Venture,D,8000,15.62,0,0.1587,Y,2,3U5HgDb5-79vp,DJu0kUXR-zZAZ
khecqSbn-Q4zl,21,45000,Mortgage,5,Personal,A,10000,7.51,0,0.2222,N,2,JyCp1tSB-UCRI,yz9HKxOX-uLRH
xoz8ax2F-spbC,21,57000,Own,5,Personal,B,8000,10.65,0,0.1404,N,3,YxtbPJqi-maqh,dEH81Q9T-sclS
p5Yulcii-4PMo,21,50808,Rent,2,Education,A,4000,6.17,0,0.0787,N,4,fzXEWLnF-e6l6,YYGO88NG-nwHI
47FYEEWq-xMTv,21,35360,Rent,1,Education,A,2200,7.49,0,0.0622,N,2,Qyk6RZ8O-QexI,nGeCzrGT-1SjO
i81zED6f-ASy7,21,50000,Mortgage,5,Medical,A,15000,6.54,0,0.3000,N,4,Q159LZd2-52ye,2uWiFCPy-E5YM
GAnvgiOa-2s9k,21,49800,Rent,6,Education,A,2975,7.9,0,0.0597,N,2,Q21499P5-HDsk,2h01ivmf-loMu
Qw0WtLqQ-jYFe,21,104000,Mortgage,5,Education,A,15000,9.63,0,0.1442,N,4,vaSe56cd-nHdw,Q5A8H2Rl-TPUU
gj9l4mwR-nTSW,21,18000,Rent,3,Debtconsolidation,C,1500,12.87,0,0.0833,Y,4,QzdB4gIY-qtHA,YxnivspA-lZKB
2TICsx6X-eH9t,21,49000,Rent,2,Personal,D,16950,18.25,1,0.3459,Y,4,a2BdKMsy-RXjx,8jA6y82g-OTz8
NQEHcAXd-BQh3,21,41000,Own,5,Personal,A,5000,7.74,0,0.1220,N,3,2wufYP8f-3zdj,Wb4RJjMX-7S8q
Dp12Q2Jx-0tWP,21,30000,Rent,5,Venture,B,10000,11.99,1,0.3333,N,4,EW4fhjGD-ExsZ,uXvCQ4tU-X7Tu
eJWJHGY0-9Qps,21,63000,Mortgage,5,Debtconsolidation,B,11200,10.99,0,0.1778,N,4,BjpG47h8-9Slr,mh7ugpFN-Ysb7
6bPxUYo8-YaTk,21,50000,Mortgage,5,Personal,B,7000,10.59,0,0.1400,N,3,BGoHQC9t-92m4,svfXDBp1-Uof3
w6yI0szK-lvZH,21,24396,Mortgage,2,Venture,D,4000,15.05,0,0.1640,N,4,8og53GXX-Fe7S,BT3up2GO-tdCz
cvoQIcC3-0LNp,21,40000,Mortgage,5,Personal,A,5000,6.62,0,0.1250,N,2,9M0WF5Kr-YYQI,mBxzKcrs-AX5m
QgvpBk6h-KJBh,21,45432,Mortgage,4,Venture,B,5000,9.88,0,0.1101,N,4,ljsln6oe-IT06,L7wo6uuq-w6y8
bZxooth5-gOGE,21,30000,Rent,5,Venture,A,12000,5.79,1,0.4000,N,3,y0ufS0WX-0Qrx,ng1luWu7-rOP1
C3wGmChB-h9aJ,21,44000,Rent,6,Education,D,8000,15.21,1,0.1818,N,2,sL5cZZwn-xWhB,5mgZTuy1-8Qzw
48igauHC-YZ3L,21,57000,Rent,5,Debtconsolidation,A,12000,7.29,0,0.2105,N,4,gs3HlZPA-pF7E,8F7KYwI2-wE2v
pDEeNJGy-4S97,21,40000,Mortgage,3,Debtconsolidation,A,6000,5.79,0,0.1500,N,3,Kd7NhYfW-EpOl,pgYWvxgi-auHC
9urjCUZx-TIIH,21,74000,Mortgage,5,Venture,B,25000,12.69,0,0.3378,N,3,OU13ExcA-R6Lc,w8qxv2rZ-uku2
MkNlnGjO-b3d8,21,26124,Rent,3,Education,D,8875,15.62,1,0.3397,Y,3,LS3uZS8z-EcnE,Hto61YoP-DOhu
nk6x97nt-AQIa,21,70553,Mortgage,2,Medical,D,10000,15.28,1,0.1417,N,3,q2Anq6G8-HEmI,bTuQ8DdQ-6CAg
OcNDxbPM-rlN8,21,32000,Rent,6,Personal,C,15000,15.27,1,0.4688,Y,3,1YrBakc2-y77Y,XBMi1q45-tNO5
JdawDaeZ-Ej2S,21,58951,Mortgage,5,Medical,A,3000,7.51,0,0.0509,N,4,P0EJ4c4y-kexp,b8pLy0ll-gwEH
ndDTx2OM-Cxeu,21,49000,Rent,5,Debtconsolidation,D,6000,14.84,1,0.1224,Y,4,OS1LtAQU-jxvH,GhaZxwns-yhdf
EkEzUFH3-JOX1,21,60000,Mortgage,2,Venture,B,6000,10.62,0,0.1000,N,2,N2aKN5Wv-v83S,GO1xJlby-An76
gwenhD6i-SWQe,21,30000,Rent,2,Education,B,1200,9.62,0,0.0400,N,3,pUmyZ9KP-NjcM,mtonAFGF-Uctj
IMAYrnpB-wdH3,21,10560,Own,5,Venture,B,1000,10.36,0,0.0947,N,4,Z80SmiY0-5Q2e,4wh1PR17-uGsx
yi6QBrvL-PCrw,21,84400,Own,2,Venture,A,12000,8.94,0,0.1422,N,3,JsQYfa7a-Tlqs,P2EheXYc-DWtf
5HzDGvIB-p5yc,21,44000,Mortgage,5,Venture,D,7500,12.92,1,0.1705,N,4,MW3kRfb7-5BhB,thvJIfgT-njB3
535nAef1-kBC5,21,30000,Rent,5,Personal,B,3000,9.62,0,0.1000,N,4,fbNUW5u2-msGn,MMphiZNP-bUrX
Eg0OrdDw-36AJ,21,160000,Other,5,Education,A,6000,8,0,0.0375,N,4,7ChxFaCJ-HzZf,OZY98sSS-YSEy
8cquQvvR-jDsP,21,52000,Mortgage,5,Education,C,7000,13.47,0,0.1346,N,3,bLrP9wJ4-xgaf,6KDnmQEF-HMmI
ISibRfJg-q12W,21,62496,Mortgage,1,Education,C,5000,12.53,0,0.0800,Y,3,PamaxxlZ-Forw,h59hGd3n-9lHE
RJRYhR8z-Lq2G,21,68004,Mortgage,5,Debtconsolidation,B,16000,11.26,0,0.2353,N,3,NGJInTnJ-WbA5,lklKeiRj-ugSo
bxhs3Lq0-DcAp,21,9600,Own,5,Education,B,1000,11.14,0,0.1042,N,2,MRsnRMQI-TstU,nTjMygpM-X1Bl
7pj2K8Ic-0YxU,21,25000,Mortgage,6,Personal,A,1000,7.51,0,0.0400,N,3,WyGvjppL-7B4t,mRzJlmnf-NjXh
KsHlGLOB-EBUT,21,15300,Rent,5,Homeimprovement,B,3150,10.99,1,0.2059,N,4,MPEnbuPm-EokJ,xNqhYnvv-1abO
AspC7qDK-5Esh,21,60000,Rent,2,Education,B,8000,11.26,0,0.1333,N,3,UwfbzeaW-9tQt,kZHfWgGv-0dWJ
TCKP20wK-Oguw,21,31000,Rent,5,Debtconsolidation,B,3200,10.37,1,0.1032,N,3,9WfKAgb5-aPTv,pvDwG8Xx-2q3w
0XKlDR9M-aFn8,21,30000,Rent,5,Education,A,12000,5.79,1,0.4000,N,2,hma6uaTx-P5oC,oDUlWl57-iuJE
ewZf78ml-KMGf,21,33000,Mortgage,5,Personal,B,7800,9.88,0,0.2364,N,2,QzWdeCv5-bW8f,YmBeohP5-IOXO
F3DB16KG-jyhg,21,28596,Mortgage,3,Personal,A,2000,7.29,0,0.0699,N,4,UiKJUlpU-GYap,CKtgxKwR-vmbD
CroKu74J-kRCH,21,28800,Rent,1,Education,B,9600,10.37,1,0.3333,N,3,T83UbRRc-G28o,gwvhkGXO-bEbD
xuJzYOEn-HQn5,21,31200,Rent,1,Education,D,6000,16.89,1,0.1923,Y,4,6SIt39zD-YHpc,YLTixmBX-t6q1
pU7P7Q10-J08e,21,30297,Mortgage,5,Homeimprovement,C,7550,13.22,1,0.2492,Y,4,D4hKqS13-xmz9,fxGCJhRo-1is3
zNNB28ty-Ab1Y,21,11389,Other,5,Education,C,4000,12.84,1,0.3512,Y,2,1KHpytBF-Zs49,ZjisXyD4-bwRD
HXiHczub-eeb4,21,34416,Rent,5,Education,A,2300,6.76,0,0.0668,N,2,D5c4SKBq-NqYT,uYZcOaDf-Lq8v
H8BCOT1H-ZcPZ,21,13200,Rent,2,Debtconsolidation,A,1875,6.99,0,0.1420,N,3,Eq6Syktf-wS0U,LqrLn3nF-NLmC
XOY4Dd7F-waIr,21,75000,Mortgage,5,Personal,A,9000,5.99,0,0.1200,N,4,gtBIrn5N-hrq0,DkyT3iho-3U6D
Ap06X6jH-PvKx,21,48000,Rent,5,Venture,C,6000,13.48,0,0.1250,N,4,C2JYH8Xj-Yxqv,FW5eQB5l-27Jb
SljY3IGF-IRz5,21,30000,Rent,1,Homeimprovement,D,2400,17.19,1,0.0800,Y,2,lN2Tp1rg-bimO,p9cTI1zs-yKTW
ypA4TBm2-LlMz,21,60000,Rent,5,Medical,B,10000,12.18,0,0.1667,N,4,U6pkaJyu-6ugo,v72CsQSj-rsSj
LphGrRaC-2iNx,21,15600,Rent,2,Education,B,1500,11.86,0,0.0962,N,2,1O7dlWWv-iscp,qyI1i6Pv-7cHX
cxz3NZIZ-Hx1v,21,48000,Rent,2,Education,B,3000,9.76,0,0.0625,N,4,0AZZYtIP-qdO3,8MflINSR-ewRp
BDMQGcQv-refa,21,48996,Mortgage,5,Venture,D,15000,15.58,1,0.3061,Y,3,RFd7upc7-5b30,E9euoE1h-AdAa
wkhNWd7q-klxI,21,29004,Mortgage,3,Education,E,7400,17.56,1,0.2551,N,3,TltNE0zi-9uqL,nyeCHctD-P2a4
3Nc47pRD-sOoq,21,45000,Rent,3,Personal,B,10000,10.25,0,0.2222,N,2,9pilhQPW-zkr4,ey2oe45x-gRBl
QRvmlYKO-8oE5,21,50000,Rent,4,Education,B,11000,10,0,0.2200,N,3,umez7vxe-KbsU,9XrAWeAg-7GvY
Nym1CFDE-enXk,21,24996,Rent,1,Medical,D,3600,14.09,1,0.1440,N,3,q5ZSdPdI-3zii,DG1nkDcL-JWLU
JSd1H99z-0MOU,21,75000,Mortgage,5,Venture,B,14125,10.99,0,0.1883,N,2,YvLSkEwo-ovRs,YBn915iU-yB1z
GIJ435AZ-T163,21,40116,Rent,2,Venture,A,6500,5.79,0,0.1620,N,3,eTF6IJQR-EtGc,7bAbNfmK-pAgE
jtOHO2PF-W9qn,21,45000,Rent,5,Venture,C,4000,12.87,0,0.0889,Y,2,KRrzvxZk-elhI,MXDQK75W-4JeR
YxvYLMcR-M1lM,21,37200,Rent,2,Debtconsolidation,B,6000,11.71,0,0.1613,N,4,bIvdSlL0-nF06,xzRRHL6I-AlW5
ZqxXqJzm-nzXE,21,42000,Other,5,Debtconsolidation,C,12000,14.26,0,0.2857,Y,4,DELvGGU9-OsAW,ig4FZUup-0glk
eKmLueYk-IjlL,21,34000,Other,3,Venture,E,9600,15.68,1,0.2824,Y,2,rSdvdZeZ-cxR7,SpAEhHwa-Q1YS
p61EL5Pi-5yrP,21,151000,Mortgage,5,Venture,B,8000,11.12,0,0.0530,N,2,nwBl1CHP-GFbT,ZyH0RhsF-yJdi
bx7eJoIJ-mqNH,21,34500,Mortgage,3,Education,A,6400,7.51,0,0.1855,N,2,QxIdM7lU-FkBm,u56iAOaH-flve
sT8BZJar-8Hrb,21,57200,Mortgage,5,Debtconsolidation,A,8000,6.03,0,0.1399,N,2,beyflUd5-jSbW,jPueYktL-pHjO
oM9XT1U4-14zI,21,41000,Mortgage,2,Personal,A,8200,6.91,0,0.2000,N,3,oWZZhEeF-1iUQ,nICcERqR-C2Ik
iJPIheXM-70Bz,21,30000,Mortgage,5,Personal,A,7600,6.03,0,0.2533,N,4,fY2HFUb1-2ga1,QGQuM5ah-1dcm
7YUdN6p9-xkxt,21,14400,Rent,3,Venture,C,5000,13.72,1,0.3472,N,4,TE3xwOWi-e75K,MFe72Ffx-IyOP
qed6Cy7h-2qdS,21,47200,Mortgage,1,Medical,C,7000,13.23,0,0.1483,N,4,RnEzOToa-rUxa,tkGvSr0z-UUoB
8hUFiEns-kxs2,21,41000,Rent,5,Venture,A,7000,5.79,0,0.1707,N,2,mK86b7CO-hh70,upoXHjZw-nE2g
j2IKuUKD-BIxf,21,36662,Own,4,Venture,B,18000,10.25,0,0.4910,N,4,r1H43GKL-xOt8,Gde990Xa-bE23
s0pDl0Kc-wUEn,21,160000,Mortgage,3,Venture,D,15250,15.31,0,0.0953,Y,4,fLJry9rs-NnF6,AuxZrFMa-dMwY
E1BQMztS-QRS1,21,60000,Mortgage,5,Education,C,8000,12.23,0,0.1333,Y,3,954GPr75-6D4J,SX7ey1Q6-5bBI
OeyJXeCG-wgzM,21,18000,Rent,1,Venture,A,3200,8.49,1,0.1778,N,2,tbwU42nh-GhOH,D1nwLxCH-4USt
gOFGhkJb-EAgG,21,44304,Rent,5,Education,C,2000,13.85,0,0.0451,N,4,jXgQvS9S-M1pZ,SeeuETbA-xtup
JB9LCsFs-Ldw2,21,35000,Mortgage,5,Debtconsolidation,A,13650,7.51,0,0.3900,N,4,vBI2Nzi7-c7mW,lcE5EYiJ-afjB
GkRrBNbg-ivNl,21,42500,Rent,3,Education,C,25000,12.73,1,0.5882,Y,3,inKIHW3p-7kcR,BtcfZml6-s1mt
YsmBrTmj-jBOQ,21,18000,Rent,6,Debtconsolidation,C,1500,12.61,0,0.0833,Y,2,BEibYbDN-jDID,8ewFA378-ctO6
tmsGl2xI-nRkb,21,117000,Mortgage,3,Personal,D,4800,14.54,0,0.0410,N,4,AfOOMl5E-McSz,f6mf3c2Q-UElP
CAIBKjdH-IG7W,21,24000,Rent,5,Venture,B,2000,11.14,0,0.0833,N,4,rDX5UH10-Qkjq,hKb15EPW-5kzY
